clientid;x;y
96;506.9263494;128.6201618
97;604.9708055;495.2045327
98;102.4849503;334.6936446
99;124.0734542;390.6213481
100;369.6017204;404.6374781
101;425.8002502;172.8952113
102;479.1861348;233.7436786
103;351.9886732;223.7313619
104;641.4179702;427.5102847
105;795.3373404;152.017287
106;959.404521;642.5015224
107;589.6190174;134.1938547
108;820.0512116;558.2655387
109;420.0743024;296.230348
110;696.2319928;514.3183583
111;159.6706863;367.4335299
112;890.8403038;281.4636537
113;299.3290791;662.38272
114;803.9438927;424.8155327
115;648.0051836;774.2494938
116;650.0658909;538.2685098
117;977.0188525;685.8682608
118;526.8362462;840.5391588
119;662.3109224;240.1669715
120;780.6620656;497.8331161
121;825.5517143;25.601041
122;527.0346795;64.61379843
123;677.1684823;925.4155695
124;51.05560124;513.2693386
125;178.851327;8.189500601
126;968.5106169;338.9377855
127;836.400747;645.1865662
128;819.8217382;33.52298544
129;99.51909197;514.9185485
130;598.222793;809.7274627
131;661.8012893;332.1718091
132;497.7311326;10.16743121
133;156.261247;749.8813659
134;184.1037806;527.4644839
135;106.3085096;987.1916926
136;278.2074099;701.003515
137;61.13526606;455.4960682
138;419.6095864;951.0847132
139;382.8683466;674.189356
140;450.5702361;196.7814956
141;934.4298635;211.0219931
142;537.2953794;229.493785
143;979.860718;133.2880853
144;871.1614503;65.43723822
145;33.5815704;361.2651632
146;731.6822959;60.10295605
147;205.7831128;631.3640595
148;931.9990556;565.5850508
149;114.7125655;443.8787742
150;290.158073;113.6202465
151;556.6502335;286.5602791
152;700.7955068;316.732607
153;841.8876633;202.5106794
154;356.2228482;175.3320243
155;50.15709087;959.9092356
156;677.8605828;80.31713194
157;480.8750626;311.8237274
158;64.47153533;916.8534126
159;443.4347423;617.5858376
160;636.2150664;2.118968068
161;493.5945735;263.6392458
162;419.2711688;307.8364681
163;661.1378416;926.4576911
164;69.95958775;482.6524083
165;997.4683306;54.76024493
166;192.622804;432.7923499
167;270.9253133;632.4108194
168;706.4747341;320.6413422
169;721.1220721;899.3007904
170;950.7734794;231.4541626
171;235.6820723;924.8478192
172;338.3077594;52.00870478
173;767.6956756;372.0349551
174;926.0024828;267.8015909
175;563.5064599;318.6787498
176;483.9748501;980.6630659
177;906.3306894;292.7964146
178;870.680625;993.0386483
179;213.7448755;771.4504207
180;506.258466;84.61129226
181;644.4138505;832.548625
182;553.4419549;121.6598703
183;349.4162354;34.73882107
184;241.3213755;12.98085812
185;147.2516891;42.47650208
186;650.4280277;855.80401
187;935.8424895;161.3734905
188;783.4313814;451.2696649
189;365.8686757;398.0265148
190;293.8899134;67.40309624
191;568.2212638;858.7954345
192;686.7873616;375.5400022
193;760.1089775;32.28713961
194;914.6343304;142.3258259
195;574.5169454;962.1928101
196;717.4620684;194.423405
197;833.2702325;117.6565001
198;747.7619826;512.668478
199;978.892964;115.1198999
200;161.8523418;439.325474
201;644.1343975;4.930755934
202;589.3153589;221.2357128
203;924.65718;131.079407
204;674.8645244;239.2300108
205;368.3498269;39.62981041
206;888.4141074;403.4993301
207;650.3692856;368.652528
208;556.7257064;50.62767241
209;699.1012385;445.2621303
210;280.1669185;972.5537028
211;895.8990211;452.9734789
212;76.02446137;976.3163424
213;235.0883654;396.5510419
214;378.0729306;555.9052023
215;584.7058537;934.1237677
216;689.5416158;45.939685
217;785.3940456;380.8443493
218;435.7522485;977.310864
219;113.7059659;984.0551122
220;591.9927736;73.68584303
221;171.5683456;570.6866732
222;874.1338401;766.6220257
223;683.9125371;71.91740548
224;561.6674912;86.54384577
225;743.7760295;966.6303134
226;989.5008014;95.88276821
227;272.3140826;461.3721461
228;335.0935006;944.5030167
229;697.7777946;71.50069712
230;331.5093506;999.055829
231;674.7135377;380.7267368
232;347.8665822;142.1902014
233;73.12346487;407.4759851
234;289.3711015;499.5030744
235;663.7522023;496.8268738
236;441.0335867;242.3347488
237;545.9783211;21.76084671
238;39.01533864;401.4905144
239;698.3900659;551.6377948
240;661.3733804;11.13972895
241;589.5234864;349.6025687
242;745.0071601;629.3055273
243;787.8806238;439.3681522
244;382.3154525;12.67304184
245;540.4987986;376.6388387
246;951.619932;577.7498683
247;338.0383119;585.4667243
248;297.3620362;194.2416342
249;796.9278025;565.2701266
250;436.6480296;325.2848397
251;576.5485225;317.6025173
252;219.4973163;45.65633505
253;919.6482745;188.6843892
254;794.5931059;138.0209888
255;229.7662833;35.26207561
256;590.9267513;863.5307049
257;171.1918313;8.617638611
258;294.6104127;744.208646
259;48.56784862;473.5603922
260;752.4273091;147.804276
261;970.8615775;754.8670362
262;452.2752512;263.3621111
263;886.1023815;222.0578461
264;201.4942982;416.1466941
265;493.1820733;272.3000463
266;619.6247582;152.6215559
267;663.2060719;8.809342483
268;153.8675369;418.7978498
269;289.1936002;656.8099029
270;197.4192291;883.3243792
271;52.55532362;565.132646
272;383.0643047;700.2315603
273;844.46127;33.97839248
274;703.9629087;229.7574003
275;343.1634376;138.8210558
276;708.8086024;590.3269165
277;500.3186241;105.8879152
278;505.5172682;334.6978146
279;895.3246003;583.6218287
280;523.8704684;843.1794737
281;903.5046504;478.3286517
282;536.8993633;358.1820229
283;569.6174803;765.4263408
284;701.2262851;290.3598632
285;415.1336382;300.821221
286;609.5125392;768.3616969
287;383.2275429;74.54494388
288;959.0524533;763.3305794
289;338.0592397;446.7987064
290;466.5313316;795.2746377
291;356.4063678;234.3766665
292;60.79993315;274.3004318
293;265.1183144;994.8508314
294;758.0723454;240.3521914
295;260.368788;971.3305721
296;486.0315043;924.928426
297;447.6964664;298.3160865
298;491.882239;40.60883025
299;16.0510508;355.6637226
300;368.6910705;121.1652899
301;600.3346929;932.1636839
302;111.4141907;383.5568445
303;939.1194068;248.7628654
304;470.2121627;64.63682837
305;904.5756777;99.92200987
306;847.2733143;567.8265706
307;153.9337636;291.6641352
308;898.9563774;521.2304215
309;888.4999787;39.33097312
310;10.26331198;347.2789985
311;542.7691124;64.9886721
312;588.6388509;175.0653408
313;833.0053889;967.3691881
314;227.3804118;59.54728984
315;339.3094158;191.9072588
316;468.6129529;977.5090156
317;988.3086869;396.8408
318;818.0107841;26.75526412
319;546.4994492;185.9567936
320;354.5229887;760.55378
321;552.0050593;289.1355329
322;243.2511884;596.1644008
323;680.1096547;104.7987308
324;533.5692936;871.2200507
325;802.2569748;47.17941296
326;217.1044624;534.6739798
327;11.06689721;231.9736402
328;116.6625379;783.0062151
329;162.2716474;365.489752
330;711.781847;280.4369176
331;438.1747124;674.655091
332;74.3026028;198.7959615
333;708.8451919;980.3795781
334;688.9647522;121.0160467
335;566.3245891;246.2815044
336;69.22397251;577.5654474
337;524.4551559;92.24306503
338;942.3102294;145.9691045
339;201.0486291;944.3362217
340;917.9278524;296.713304
341;701.8876828;210.7379753
342;193.5161163;367.1247494
343;485.4212145;695.1605163
344;622.0487699;29.44919332
345;30.50250606;434.0805652
346;961.720173;199.9073968
347;462.4636534;91.58105164
348;468.6161914;786.7475407
349;572.0076566;225.539764
350;195.9549458;68.57963386
351;987.6750326;321.2547536
352;807.1737467;970.6538354
353;854.7716356;383.6086873
354;348.5950995;234.9787098
355;568.129507;316.4968949
356;208.8188204;439.4888406
357;966.6743866;549.3630803
358;962.0781892;575.1315311
359;692.2058205;293.9228896
360;496.8945607;357.909461
361;188.8298729;13.30340012
362;268.4400444;387.0090773
363;815.7101047;980.5784086
364;199.1878348;449.3875827
365;297.6372935;768.82695
366;144.9295404;483.9272109
367;134.6432704;412.6062518
368;549.786288;235.8191278
369;287.934414;134.4308208
370;381.0716355;853.1654002
371;777.1447926;96.78410205
372;573.5069868;775.5087028
373;148.4046519;398.6713165
374;692.9577186;132.2602112
375;52.5371975;520.1689459
376;772.8321941;134.7892106
377;326.0659995;555.5041305
378;55.91646916;646.2072885
379;223.1224593;398.78715
380;619.0272665;849.6958539
381;55.91693985;167.5212125
382;556.8834866;662.0628474
383;108.9719291;767.0982984
384;906.5157312;322.777263
385;913.8353948;160.0901347
386;904.0450596;29.29070972
387;756.7625777;304.768714
388;951.9163742;819.3339448
389;821.6092313;12.88587624
390;547.8705241;905.2117937
391;533.1953521;215.343905
392;708.527723;214.4562426
393;306.7202991;531.8441888
394;789.6782963;926.215904
395;635.3483327;937.5443373
396;361.8235128;123.8826977
397;730.9024812;582.935267
398;240.1703831;61.48014774
399;340.2493033;183.8754619
400;189.4489341;906.9221548
401;638.5856225;913.4653035
402;230.115985;504.9337804
403;660.2516762;160.4596582
404;366.1795483;236.0271338
405;736.8054383;882.1658546
406;145.3226487;572.8390322
407;177.3440099;415.0323573
408;470.7857942;627.0683204
409;168.6893448;740.5021279
410;515.2246235;204.7609658
411;983.16144;231.0641836
412;316.9957094;576.0860807
413;419.8531339;170.0775953
414;331.2953785;114.4136065
415;755.9216886;988.0338856
416;938.2323102;808.2337497
417;167.6282722;321.7907494
418;957.0362292;504.8681411
419;612.7246382;141.5393781
420;681.1697411;557.3004692
421;916.4927884;263.4478115
422;699.9469371;17.57085022
423;127.5477797;815.5775105
424;148.7442014;284.0867242
425;590.1907697;771.8431933
426;545.5121136;290.7806997
427;160.608252;356.0782439
428;142.7459257;327.7108226
429;885.8193687;406.6977769
430;38.16340648;567.8426587
431;171.4840155;333.1118889
432;533.8430026;786.3391851
433;922.2197907;10.42381435
434;390.8608205;287.9127016
435;423.3925075;158.2489305
436;595.2441697;760.4589478
437;132.409405;468.9784516
438;201.9632381;921.5776783
439;312.739104;431.2095831
440;577.9146781;791.9163059
441;215.1631567;420.7768321
442;963.5962659;178.5344287
443;889.0001283;257.2578537
444;412.0318889;195.4109993
445;659.1257746;44.37845116
446;210.085921;538.0278497
447;380.36964;675.3839103
448;765.2998809;278.1848996
449;399.2503665;91.57114572
450;452.1049018;32.64658337
451;613.5399019;261.5375179
452;257.1922844;509.4046852
453;582.8473168;81.32565489
454;28.219835;413.7751421
455;278.6018727;70.70166024
456;607.3915324;51.15033029
457;531.8938193;943.7268503
458;593.1070107;962.0228614
459;917.3329152;621.4806173
460;679.8795585;464.816927
461;26.69651831;641.3992537
462;929.7873324;132.5219615
463;813.3080052;25.01488501
464;880.290303;492.8790897
465;25.33788455;795.3360483
466;733.9247481;935.4710081
467;459.3261204;784.7060825
468;651.6782955;785.1517063
469;182.2536583;77.09688411
470;329.1682646;960.7811101
471;358.6165404;511.2277075
472;666.8894645;460.6279938
473;462.5667613;233.9414027
474;131.6141368;723.4508147
475;149.0321925;420.5592842
476;307.2103779;558.2727133
477;51.09657887;624.7916553
478;935.3318445;98.20745882
479;805.348463;161.3127949
480;723.0505383;73.26880555
481;147.2963115;677.1274327
482;602.1072204;18.79033738
483;818.6312307;9.857613786
484;507.3231834;157.9450537
485;49.54575376;271.2804139
486;134.3093804;694.9344533
487;565.3222764;112.192999
488;655.2601331;452.8882551
489;576.2461007;398.0645008
490;95.92858833;965.8842018
491;910.0731891;72.18921571
492;960.3000284;660.7224142
493;94.14859391;469.5257104
494;475.6804304;788.2062539
495;846.8946498;87.05887391
496;560.6540019;42.23117068
497;890.7041051;287.8087489
498;900.8433712;201.9677585
499;937.9965254;459.5584862
500;169.8413984;68.44060558
501;974.0975588;86.58500632
502;645.0215288;441.1341385
503;639.4271335;843.9341311
504;371.7059211;21.16802235
505;888.4790577;443.6092047
506;679.609174;475.7974942
507;395.8559105;119.0059113
508;565.1308128;822.1610619
509;456.2758522;586.7377925
510;852.0791661;138.8801741
511;513.1523943;767.3618678
512;988.7820013;78.12320719
513;506.1898483;891.5209005
514;730.7474703;606.0579065
515;90.16664933;837.7375292
516;816.0764815;100.4528902
517;399.7038675;981.6435452
518;706.1853448;426.9711657
519;557.4523536;721.833212
520;197.771027;892.474894
521;204.7202382;867.6774938
522;667.5596723;526.6457577
523;911.3380649;290.3034166
524;972.7650221;558.3311879
525;515.4229161;22.08574122
526;713.7405079;218.7256584
527;468.4997497;598.2234116
528;712.9005511;886.5223682
529;338.1512645;561.8943884
530;719.3361887;880.0910784
531;192.1113893;326.7286842
532;596.4071565;278.4180904
533;529.676359;787.8936052
534;633.800492;243.6032668
535;708.9845305;500.5787647
536;932.6594436;750.443544
537;191.345832;416.9716514
538;15.96254269;251.7736194
539;812.5048665;298.059325
540;131.5426729;592.9583045
541;312.1778486;27.26585843
542;674.3343463;304.898411
543;154.051929;489.3022042
544;153.7439454;45.88309227
545;887.581068;776.3243184
546;742.334197;497.958179
547;28.84665702;428.3097448
548;531.8669724;803.6665826
549;793.405036;687.958201
550;713.0673999;220.101679
551;250.6894049;602.2894058
552;901.4286921;84.28798218
553;371.6089093;769.778487
554;470.5243602;277.8276758
555;617.6206492;271.3072958
556;614.1060611;847.3015067
557;434.0395378;232.7288813
558;639.3651864;47.59312725
559;934.7206566;69.30816533
560;409.9237874;4.789925561
561;767.8604795;83.55314716
562;503.8009257;758.6688194
563;571.6053737;27.26165923
564;326.167906;555.1402133
565;592.5909949;161.7479816
566;561.9089308;26.01600918
567;216.7613318;8.891905549
568;318.2756128;152.9368356
569;571.1915314;144.3991966
570;749.9898347;188.834132
571;865.8572501;327.1667509
572;201.8991617;361.7635127
573;563.0283418;981.3459619
574;915.8351224;299.1774415
575;912.1573157;748.5049397
576;545.9692078;903.8162138
577;457.9759179;776.3445717
578;894.7376502;777.5681057
579;521.4335742;186.5332606
580;184.748331;422.3534784
581;595.4197369;788.8380535
582;924.0651387;422.8649306
583;58.9008828;325.8015615
584;939.0192428;12.37214321
585;309.6889122;414.0972315
586;875.1154291;642.4545966
587;785.5078555;76.7222415
588;568.9981094;157.9242113
589;796.7594794;107.8420799
590;499.9427806;361.3132356
591;806.3454802;42.23103016
592;892.0173812;333.86861
593;339.388468;237.565996
594;229.8215377;737.4495069
595;324.8464652;35.52206791
596;980.5055651;40.9974547
597;324.3216042;29.68045867
598;449.9043043;603.7738185
599;472.8605202;975.9319172
600;528.4677572;896.2644412
601;351.0296621;134.701737
602;20.75617785;436.5179549
603;802.7446953;24.61738016
604;975.1877723;247.2846352
605;597.0377506;344.2963492
606;721.3638661;201.0952917
607;726.6895194;101.0963373
608;413.2394997;808.8243738
609;191.8014555;604.4232901
610;856.2396266;749.3876564
611;539.7060718;59.30144026
612;742.9977514;888.9247627
613;567.6354056;167.8410349
614;695.0170588;145.5743841
615;658.6270473;12.58514711
616;900.4147332;267.1925325
617;153.2920135;430.9856056
618;282.4615817;36.58092925
619;735.311548;588.1349749
620;958.4559123;223.6587028
621;120.5494833;624.1916688
622;263.4756529;953.626663
623;628.2294754;212.0832706
624;805.2067983;339.6561191
625;522.6911691;916.1438077
626;720.5328436;901.2936822
627;575.930341;165.1341094
628;695.6871586;918.6008871
629;181.607938;672.5216605
630;517.4138811;655.0704076
631;814.092721;35.51552445
632;816.4246587;245.2099846
633;374.7080598;87.47232608
634;928.2468582;643.6200261
635;674.1471719;546.3850722
636;786.3724803;60.00379991
637;271.6602891;158.7274382
638;462.6353479;28.05965529
639;127.9115519;16.76969354
640;539.3092839;303.0791979
641;663.4564571;543.8908762
642;485.1876274;805.3400141
643;348.1623683;705.4199706
644;847.9478507;241.4765386
645;0.017692324;641.2211346
646;135.5727959;354.5457276
647;207.3496136;538.6796057
648;678.4301543;947.5051788
649;766.398886;125.3310489
650;968.3935773;67.98362014
651;908.2305946;42.47592953
652;506.6351807;679.5289055
653;357.4302009;847.6545148
654;671.5216127;251.2034203
655;314.792588;64.25041943
656;601.1982157;180.6279231
657;66.28758998;961.4498564
658;292.7903017;561.4753439
659;665.0557602;803.9168671
660;246.0472012;492.5250294
661;612.1415449;975.0634726
662;782.8886324;29.84872903
663;864.7914905;460.5189462
664;665.1254875;53.37603871
665;412.9691838;829.7152535
666;213.2589545;475.3259581
667;7.174030333;373.3293746
668;307.1544949;695.651588
669;194.6963255;691.1602889
670;698.352043;1.907420929
671;369.3778705;92.64963542
672;949.2615025;49.09379271
673;582.1280875;744.1409732
674;664.5712924;487.406679
675;776.3843894;268.0938465
676;789.0288332;15.14618302
677;453.1098704;736.3706929
678;121.0232094;255.6290114
679;50.42138433;202.9416039
680;528.1856709;178.9823471
681;382.8262886;493.1253663
682;220.7864837;407.1788813
683;578.2291678;444.9963223
684;464.1388578;177.1474933
685;461.322867;287.6095273
686;549.5968163;682.1637415
687;613.3321371;417.4488879
688;891.0377314;101.9244995
689;115.3251923;757.0695664
690;555.7779515;780.4090333
691;285.2267424;443.7520778
692;269.1288221;735.5044618
693;386.3169995;146.5321675
694;198.2067945;24.14741729
695;445.2769479;15.27822564
696;453.3228759;663.9495074
697;228.0524965;344.1469722
698;569.7719114;18.0353029
699;914.3352378;36.42138913
700;105.8098054;245.6085369
701;180.8262841;631.8848217
702;567.9826321;111.6034014
703;545.1774746;133.8064152
704;189.6555979;392.8281815
705;424.5105684;291.3248074
706;440.8719598;947.0926915
707;97.42672402;746.6944176
708;589.097563;351.7429269
709;426.0482369;608.3268841
710;125.4522672;717.0830484
711;301.2375432;615.8307092
712;999.5332149;27.61852382
713;477.4041316;728.7936159
714;705.8914929;492.140604
715;72.12356481;315.5038039
716;540.423067;911.6222145
717;825.4087843;710.5845986
718;165.4168792;671.6042208
719;994.5023139;860.8023663
720;644.388402;881.2672808
721;826.1338849;80.70665865
722;842.6875049;93.40661372
723;168.3127139;651.4078384
724;257.5669129;398.9463644
725;652.0736557;233.1055845
726;238.162127;398.9546675
727;567.1921306;690.9720631
728;72.22854891;637.3655199
729;582.135327;714.9941494
730;122.0993782;395.9439039
731;996.8416277;70.19067261
732;401.1173488;84.39270658
733;492.5951775;208.7151202
734;321.4695518;470.5738916
735;691.0468339;128.8329502
736;481.8021799;371.8851154
737;722.7568704;456.3330562
738;666.6043276;898.6703009
739;696.7097829;827.8530095
740;671.0263585;565.7288263
741;861.0727764;295.9785482
742;682.4886202;140.2248063
743;11.4018455;344.5888177
744;549.5707841;997.8099795
745;745.7223384;597.5792748
746;691.81079;807.7072955
747;38.84136084;346.9430062
748;911.177394;26.5631636
749;966.8036488;100.978051
750;284.9710712;506.4430462
751;103.7101417;527.4937074
752;680.6389693;413.1522996
753;876.8629067;160.9570367
754;494.8287685;824.9575363
755;180.8314165;17.88747501
756;87.3196344;364.7353525
757;623.0812789;818.7939442
758;537.7170724;734.1277601
759;270.5907312;103.4289377
760;430.1891778;694.8157076
761;660.424073;199.7802048
762;510.3169614;736.2335393
763;5.289083474;449.4544151
764;245.0888994;347.8102974
765;330.9511771;121.8123323
766;83.36732763;494.2949663
767;445.187875;308.7346882
768;652.6246551;52.72588869
769;674.9373604;393.6027637
770;914.6464125;798.7431574
771;181.2706107;727.74974
772;24.62918455;502.0050088
773;382.6893211;80.22123744
774;779.792566;161.5793683
775;480.5829586;133.1167001
776;526.1869218;13.94922859
777;756.8806635;40.11557092
778;881.0561827;180.6903383
779;622.9269139;387.2525149
780;617.5195839;389.2673575
781;412.0564525;96.74888478
782;373.1877472;883.1118514
783;804.7206927;37.78763714
784;335.7465123;711.1383804
785;792.9946857;227.0912031
786;542.6380726;29.13760164
787;748.6140242;159.8752686
788;168.5038811;23.88722105
789;198.0416461;701.8456243
790;481.9383974;949.017418
791;181.1006843;332.5189689
792;39.12776258;454.5661411
793;649.5476381;350.9303503
794;364.2193703;235.5897309
795;530.3114581;911.6185628
796;155.1443822;523.8490838
797;355.4683527;902.3559363
798;354.7748788;163.5671732
799;230.2629242;337.8393079
800;507.9419578;658.9971063
801;779.3057829;409.9477685
802;402.9809706;249.4564531
803;485.7556815;190.8269016
804;73.97933269;265.9111256
805;192.1235205;298.1325279
806;584.53558;198.8136291
807;14.30452897;464.4881768
808;515.105329;866.8913066
809;23.64629723;138.4195908
810;276.4211399;118.1013784
811;493.1194156;706.1237057
812;179.9185327;566.7472989
813;826.0546288;991.704095
814;638.3247271;266.7706515
815;457.0788419;783.3955636
816;508.8418201;173.8923917
817;131.1681807;277.9820693
818;206.2937204;348.5044652
819;374.3977678;69.90074155
820;686.5011903;81.67842559
821;96.88648805;625.1878385
822;286.4043046;870.1713003
823;516.9881059;228.0793082
824;6.717078319;188.0871231
825;438.5105315;817.8150927
826;831.6343506;614.4163829
827;778.8818977;673.8105001
828;984.6865836;39.94064002
829;220.084985;32.37029977
830;294.8240035;477.7765915
831;770.4889853;576.3994001
832;412.2669828;771.2969365
833;371.5449672;198.7811058
834;411.4515726;13.97034221
835;617.8671882;987.5371866
836;517.8476176;106.1439004
837;876.799676;152.1820484
838;895.7893261;775.3381304
839;108.3371568;462.4542092
840;933.2344987;31.71236672
841;749.233189;27.92125501
842;407.9146404;300.628603
843;601.3816599;780.4620405
844;472.1717032;215.5397126
845;667.1558471;867.6633754
846;993.4130412;171.400403
847;174.6645807;340.7545668
848;942.6181007;33.78805239
849;358.9640016;560.1596014
850;298.1284597;460.9275704
851;398.9957821;26.19626323
852;58.50404426;276.6298221
853;965.6099002;86.24110055
854;407.9692909;715.7328076
855;713.7427481;944.9969356
856;700.2623401;454.5971521
857;636.6355105;786.4332
858;616.3032629;210.7209887
859;521.6421251;846.5508155
860;274.3769881;885.4942431
861;610.8467034;495.1858483
862;8.783229559;343.530902
863;756.400554;501.2045961
864;443.8848019;903.5562912
865;218.9172136;445.6596755
866;84.86943013;489.1903046
867;919.9091277;807.7907492
868;425.4059454;628.6385771
869;386.1510188;866.2410813
870;779.4992714;42.72470645
871;294.1198565;833.4036464
872;492.4322261;703.5285377
873;766.1016369;503.1964456
874;538.2558149;893.7661694
875;155.0215288;15.98270681
876;738.8568305;335.1660533
877;18.56174279;608.1822232
878;343.8498902;120.8409051
879;43.99907424;284.5942173
880;707.0105517;378.1044045
881;578.4809356;78.02433224
882;825.7853645;293.571605
883;545.7490019;232.5200914
884;370.1440673;622.3409599
885;348.9255755;513.9795308
886;422.9376036;14.06000756
887;829.498143;660.1168532
888;817.3309582;137.0912158
889;273.0371155;127.3904792
890;181.5957105;548.6732711
891;851.5458942;99.03890628
892;506.8502182;203.2857165
893;296.9735783;483.730573
894;753.4228003;448.8026428
895;914.8331736;86.59182751
896;127.7288698;520.4767553
897;349.4330036;221.5914748
898;254.6598108;430.2333665
899;235.5351059;515.1414675
900;509.8937083;649.6082722
901;730.471626;521.1870688
902;468.7137013;60.14529261
903;31.45708209;431.3659449
904;270.544689;667.0282765
905;426.9873573;117.0442293
906;346.4777969;502.8661587
907;861.329639;299.0805333
908;519.734295;320.179101
909;830.7763262;331.204125
910;698.7881158;289.6510692
911;684.8608136;202.4071001
912;126.166979;317.9614105
913;988.4860811;857.8858276
914;542.5223019;101.0775478
915;547.3696329;3.0230935
916;4.020423063;685.1929714
917;618.8178212;8.546366997
918;182.0087453;368.9296398
919;405.030856;712.0389837
920;673.0714614;16.40566944
921;465.9338175;146.5744885
922;646.8262844;0.046437026
923;56.23863842;491.1614376
924;282.8835667;37.62415492
925;24.53183611;146.5944279
926;12.11032607;765.5930159
927;205.9238305;661.4303689
928;837.0054442;728.335331
929;806.1365154;384.4790781
930;821.7800018;712.18325
931;904.213272;185.4448126
932;581.2759664;866.3310601
933;310.4260845;141.8700561
934;407.3876584;178.6756982
935;379.1070274;965.6372693
936;228.6289056;63.87184599
937;491.7659175;791.8961256
938;527.7376558;871.6360472
939;122.8886861;694.0400989
940;619.1309603;930.578906
941;442.7323108;872.3206948
942;377.524556;233.8455765
943;949.1357183;112.149494
944;595.0831616;835.776916
945;353.3033561;68.30149517
946;678.2463815;92.10738479
947;193.0948682;413.9252808
948;297.8924918;707.9210688
949;590.6037348;776.4195979
950;774.7728513;378.826474
951;453.3683093;838.5540228
952;573.7558428;696.0653202
953;652.2502304;338.1924529
954;220.2834509;744.5172078
955;973.4533356;21.78886234
956;464.3437333;798.8480141
957;267.4073444;507.1845664
958;55.35845946;639.1066156
959;460.4849856;753.4044777
960;580.0868719;771.8241786
961;537.3112762;860.2245113
962;833.4566489;204.6666039
963;355.9768642;165.2051344
964;675.1875672;851.4858402
965;629.071621;887.703334
966;546.2569246;56.51407706
967;124.0263441;597.3961654
968;759.6623984;160.4680894
969;422.1141154;273.131369
970;282.6547129;597.5833908
971;955.7976257;107.2363039
972;797.6943973;292.2398812
973;350.9271098;58.98497851
974;670.5534124;824.1085715
975;59.43639195;198.0771314
976;296.6604187;125.0583351
977;692.3507049;310.4033285
978;791.4067359;84.8759949
979;287.0302535;411.7386025
980;285.7670112;995.9978037
981;128.4800751;683.3913907
982;766.033197;135.0639316
983;68.73592786;661.0891264
984;853.1849501;566.0902476
985;415.9591714;664.3097584
986;234.1376633;12.94174216
987;799.6320975;980.6705677
988;807.5301131;458.3743559
989;51.52019619;331.4434286
990;204.0959375;314.8964821
991;715.9468306;381.4081834
992;557.8089699;132.9249134
993;894.4167415;12.38814848
994;343.2328711;75.24628879
995;788.2208499;984.1621058
996;530.0252224;746.2537974
997;205.6985378;74.26309373
998;522.2888464;847.5635628
999;689.9590084;176.9800264
1000;37.93716948;784.9108051
1001;575.9604341;41.5644113
1002;554.2970669;182.6022721
1003;632.6368927;520.5257778
1004;150.9386244;359.230234
1005;724.0028541;848.7516767
1006;131.0757972;443.3183723
1007;929.5201992;604.1676327
1008;733.6107672;112.3102628
1009;171.3793264;285.2636808
1010;913.563492;637.1830367
